topic_title,category,sub_category,is_pm,post,like_count,reply_count,url,created_at
The UglyDoll game! (don't ask... just check it out! :wink:),Deprecated (Help with Code),-,No,"Ok, it will also show if one is hidden and they go crazy trying to find it. One scene is inside a house and Babo has to checks cookie jar on top of a table. I'm having a lot of trouble making the pad say enter when Babo is on the arrow, and control pad when he isn't. I wish hopscotch made a ""when something isn't touching something then do this. I'm sure there a way to do it with variables, it's just really hard. It's kind of leaning me towards the side scrolling idea I had originally... :frowning: nevermind actually, I think once you touch an arrow, it automatically directs you to the next screen. You do have the option to go back though.",1,1,https://forum.gethopscotch.com/t/the-uglydoll-game-dont-ask-just-check-it-out-wink/2748/28,2015-11-17 19:41:02 UTC
The UglyDoll game! (don't ask... just check it out! :wink:),Deprecated (Help with Code),-,No,"[poll]

Sidescolling when move
Arrows that direct to different screens
Something else...

[/poll]",0,0,https://forum.gethopscotch.com/t/the-uglydoll-game-dont-ask-just-check-it-out-wink/2748/29,2015-11-17 19:46:40 UTC
3D Minecraft Game?!,Deprecated (Help with Code),-,No,When is @MagmaPOP going to choose a song winner?,0,1,https://forum.gethopscotch.com/t/3d-minecraft-game/2533/172,2015-11-17 20:37:51 UTC
The UglyDoll game! (don't ask... just check it out! :wink:),Deprecated (Help with Code),-,No,"Hey @Qubertion! You know how in some games if you jump into a portal or something, and when you respect, it brings you below where you're supposed to be? Fixed it! :smiley:",2,1,https://forum.gethopscotch.com/t/the-uglydoll-game-dont-ask-just-check-it-out-wink/2748/31,2015-11-17 20:44:34 UTC
3D Minecraft Game?!,Deprecated (Help with Code),-,No," Sorry, I guess that is pretty annoying. I forgot it sent you a link saying, oh look someone wants to talk to you. Whoops. Anyway, thanks for liking my song! I was also wondering if you would like to look at that ugly doll game you've probably seen. If not, take a look. It's pretty cool. If you want to help me out on it or give me ideas, you can. :smile: are you going to reveal the song winner once you've released the game, or before it. (Or after! nevermind...)",0,0,https://forum.gethopscotch.com/t/3d-minecraft-game/2533/177,2015-11-17 21:38:26 UTC
Desīn Inc.© wanna join?,Deprecated (Help with Code),-,No,Anyone else wanna join Desīn Inc?,0,1,https://forum.gethopscotch.com/t/desin-inc-wanna-join/2733/52,2015-11-17 21:51:28 UTC
Hopscotch... What's this,Bugs with Hopscotch,-,No,I was fast! ;) Actually it took me forever how it worked and to actually capture it...,2,1,https://forum.gethopscotch.com/t/hopscotch-whats-this/2769/7,2015-11-17 22:34:12 UTC
Super Hexagon Collab,Deprecated (Help with Code),-,No,Can I join? 20 chara,0,1,https://forum.gethopscotch.com/t/super-hexagon-collab/2703/26,2015-11-17 22:44:40 UTC
MK38C Company/Club!,Deprecated (Help with Code),-,No,Can I join? 20 characters,0,0,https://forum.gethopscotch.com/t/mk38c-company-club/2706/131,2015-11-17 22:47:02 UTC
Hopscotch... What's this,Bugs with Hopscotch,-,No,they just need to get rid of them because it's kind of sily,1,2,https://forum.gethopscotch.com/t/hopscotch-whats-this/2769/10,2015-11-17 22:49:38 UTC
MK38C Company/Club!,Deprecated (Help with Code),-,No,@Rawrbear I've met all of the requirements. Can I join?,0,1,https://forum.gethopscotch.com/t/mk38c-company-club/2706/132,2015-11-17 22:50:50 UTC
TeamCoderz Studios© [DESPERATELY HIRING 2 more members],Deprecated (Help with Code),-,No,Let's make a cool game! I have an idea...,0,1,https://forum.gethopscotch.com/t/teamcoderz-studios-desperately-hiring-2-more-members/2365/117,2015-11-17 22:54:11 UTC
MK38C Company/Club!,Deprecated (Help with Code),-,No,"Wait, that email does not exist?!?",0,1,https://forum.gethopscotch.com/t/mk38c-company-club/2706/134,2015-11-17 22:58:49 UTC
MK38C Company/Club!,Deprecated (Help with Code),-,No,I know (20 characters),0,0,https://forum.gethopscotch.com/t/mk38c-company-club/2706/136,2015-11-17 23:00:23 UTC
MK38C Company/Club!,Deprecated (Help with Code),-,No,Hang on. Wait a minute!!! Didn't the Good Thinker person like most of your projects... I saw it yesterday day and his first like was yesterday and it was one of your projects about creating a backup account. I'm confused. People were saying he was a hacker...,3,0,https://forum.gethopscotch.com/t/mk38c-company-club/2706/138,2015-11-17 23:01:49 UTC
MK38C Company/Club!,Deprecated (Help with Code),-,No,Thanks! I was wondering about that,2,0,https://forum.gethopscotch.com/t/mk38c-company-club/2706/139,2015-11-17 23:02:08 UTC
GiraffeStudios company | collabs [STAT- 7 more spots],Deprecated (Help with Code),-,No,Can I join? I have a project in Featured,0,1,https://forum.gethopscotch.com/t/giraffestudios-company-collabs-stat-7-more-spots/2745/27,2015-11-17 23:06:47 UTC
The UglyDoll game! (don't ask... just check it out! :wink:),Deprecated (Help with Code),-,No,"I also got the arrows working, I'm working on different screens",1,1,https://forum.gethopscotch.com/t/the-uglydoll-game-dont-ask-just-check-it-out-wink/2748/33,2015-11-17 23:07:36 UTC
GiraffeStudios company | collabs [STAT- 7 more spots],Deprecated (Help with Code),-,No,Can I have the user and pass? I can't wait to help!,0,0,https://forum.gethopscotch.com/t/giraffestudios-company-collabs-stat-7-more-spots/2745/29,2015-11-17 23:10:47 UTC
GiraffeStudios company | collabs [STAT- 7 more spots],Deprecated (Help with Code),-,No,"There's this game called Gravity Cube I'm working on. I wanted to recreate it, maybe we could do that!",1,1,https://forum.gethopscotch.com/t/giraffestudios-company-collabs-stat-7-more-spots/2745/31,2015-11-17 23:11:53 UTC
GiraffeStudios company | collabs [STAT- 7 more spots],Deprecated (Help with Code),-,No,Can I be Cheif Desīn Officer? (My company is Desīn if you wanna join anyone...),0,0,https://forum.gethopscotch.com/t/giraffestudios-company-collabs-stat-7-more-spots/2745/32,2015-11-17 23:14:12 UTC
GiraffeStudios company | collabs [STAT- 7 more spots],Deprecated (Help with Code),-,No,here's what I have and we can recreate it: https://c.gethopscotch.com/p/xhsia28sc,2,0,https://forum.gethopscotch.com/t/giraffestudios-company-collabs-stat-7-more-spots/2745/34,2015-11-17 23:15:22 UTC
The UglyDoll game! (don't ask... just check it out! :wink:),Deprecated (Help with Code),-,No,Here's newest version https://c.gethopscotch.com/p/xmslorkbs,1,0,https://forum.gethopscotch.com/t/the-uglydoll-game-dont-ask-just-check-it-out-wink/2748/35,2015-11-17 23:19:14 UTC
Hopscotch... What's this,Bugs with Hopscotch,-,No,What?!???? Mine takes like a millisecond! With an iPad3! That's nuts! What iPad do you have?,1,1,https://forum.gethopscotch.com/t/hopscotch-whats-this/2769/13,2015-11-17 23:31:01 UTC
TeamCoderz Studios© [DESPERATELY HIRING 2 more members],Deprecated (Help with Code),-,No,Can I join???????????,0,2,https://forum.gethopscotch.com/t/teamcoderz-studios-desperately-hiring-2-more-members/2365/121,2015-11-17 23:35:16 UTC
MK38C Company/Club!,Deprecated (Help with Code),-,No,"Now what?
202020202020202020",0,1,https://forum.gethopscotch.com/t/mk38c-company-club/2706/141,2015-11-17 23:36:52 UTC
TeamCoderz Studios© [DESPERATELY HIRING 2 more members],Deprecated (Help with Code),-,No,"Ok, just change the title! :) You can always join my company! Desīn Inc.",1,0,https://forum.gethopscotch.com/t/teamcoderz-studios-desperately-hiring-2-more-members/2365/124,2015-11-17 23:38:51 UTC
MK38C Company/Club!,Deprecated (Help with Code),-,No,"This is my phrase
20202020
(The 20202020 was not part of the phrase...)",0,0,https://forum.gethopscotch.com/t/mk38c-company-club/2706/143,2015-11-17 23:40:05 UTC
MK38C Company/Club!,Deprecated (Help with Code),-,No,"This is my phrase
202020202020
(The 2020202020 was not part of it...)",0,2,https://forum.gethopscotch.com/t/mk38c-company-club/2706/144,2015-11-17 23:40:47 UTC
Desīn Inc.© wanna join?,Deprecated (Help with Code),-,No,"Alright the pass is 8253 and profile is Desīn Inc. if you wanna, create a new profile Desīn Inc. User1",0,2,https://forum.gethopscotch.com/t/desin-inc-wanna-join/2733/54,2015-11-17 23:42:23 UTC
Desīn Inc.© wanna join?,Deprecated (Help with Code),-,No,"Desin Inc.
202020202020",0,0,https://forum.gethopscotch.com/t/desin-inc-wanna-join/2733/55,2015-11-17 23:42:59 UTC
Desīn Inc.© wanna join?,Deprecated (Help with Code),-,No,I also sent it to you via email,1,1,https://forum.gethopscotch.com/t/desin-inc-wanna-join/2733/57,2015-11-17 23:45:24 UTC
Desīn Inc.© wanna join?,Deprecated (Help with Code),-,No,"Nice! What do you wanna work on. Desīn Inc. is for games, art. Inventions, music, and whatnot",1,1,https://forum.gethopscotch.com/t/desin-inc-wanna-join/2733/59,2015-11-17 23:46:53 UTC
Desīn Inc.© wanna join?,Deprecated (Help with Code),-,No,"Basically :smile:
20202020",2,0,https://forum.gethopscotch.com/t/desin-inc-wanna-join/2733/61,2015-11-17 23:48:33 UTC
Need help? Ask me 😉,Deprecated (Help with Code),-,No,Are you working on that cool game with saved levels?,0,0,https://forum.gethopscotch.com/t/need-help-ask-me/2651/5,2015-11-17 23:50:47 UTC
Desīn Inc.© wanna join?,Deprecated (Help with Code),-,No,What level do you want to be in the company?,1,1,https://forum.gethopscotch.com/t/desin-inc-wanna-join/2733/62,2015-11-17 23:54:30 UTC
Desīn Inc.© wanna join?,Deprecated (Help with Code),-,No,Sure pass is 8253 and acount is Desin Inc. What level in the company do you wanna be?,0,0,https://forum.gethopscotch.com/t/desin-inc-wanna-join/2733/64,2015-11-18 00:14:05 UTC
Desīn Inc.© wanna join?,Deprecated (Help with Code),-,No,"Sure! Account Desin Inc. and pass is ----! What level in the company do you wanna be? Also, you said one of your projects was featured? Me too!",1,0,https://forum.gethopscotch.com/t/desin-inc-wanna-join/2733/65,2015-11-18 00:16:22 UTC
MK38C Company/Club!,Deprecated (Help with Code),-,No,"For the super hexagon, I made something cool added to it! Hopefully, it updated!",1,2,https://forum.gethopscotch.com/t/mk38c-company-club/2706/147,2015-11-18 00:18:06 UTC
Hopscotch... What's this,Bugs with Hopscotch,-,No,"Ok, that makes sense",1,2,https://forum.gethopscotch.com/t/hopscotch-whats-this/2769/15,2015-11-18 00:22:11 UTC
3D Minecraft Game?!,Deprecated (Help with Code),-,No,"How old are you? 😃
20202020",0,2,https://forum.gethopscotch.com/t/3d-minecraft-game/2533/179,2015-11-18 00:24:46 UTC
3D Minecraft Game?!,Deprecated (Help with Code),-,No,"13 years old.
202020",1,1,https://forum.gethopscotch.com/t/3d-minecraft-game/2533/181,2015-11-18 00:25:48 UTC
3D Minecraft Game?!,Deprecated (Help with Code),-,No,Yes. I'm a teenager! My parents make a lot of teenagers being crazy jokes,3,1,https://forum.gethopscotch.com/t/3d-minecraft-game/2533/183,2015-11-18 00:28:13 UTC
What's your favorite new avatar?,Deprecated (Help with Code),-,No,Banyan tree is life!,1,0,https://forum.gethopscotch.com/t/whats-your-favorite-new-avatar/2420/13,2015-11-18 00:29:34 UTC
3D Minecraft Game?!,Deprecated (Help with Code),-,No,"Cool!
2020202020202020202 body invalid",0,0,https://forum.gethopscotch.com/t/3d-minecraft-game/2533/185,2015-11-18 00:31:55 UTC
3D Minecraft Game?!,Deprecated (Help with Code),-,No,"Ok, who flagged my viva piñata picture I posted a while ago on here. I'm not angry, it just kind of irritates me not knowing what was wrong with it. It was flagged as innapropriate, I don't get it...",2,2,https://forum.gethopscotch.com/t/3d-minecraft-game/2533/186,2015-11-18 00:44:41 UTC
Flag S pamming. Really guys,Deprecated (Help with Code),-,No,"Come on guys, you should make sure what you flag is actually bad. I recently have been flagged for an innocent image from viva piñata. Come on, look it up. It's e for everyone. Anyway, I really wanna stop this. This is the second time and it's pretty irritating.",5,0,https://forum.gethopscotch.com/t/flag-s-pamming-really-guys/2779/1,2015-11-18 00:48:06 UTC
Desīn Inc.© wanna join?,Deprecated (Help with Code),-,No,"I'll ask him too
202020202020020",2,1,https://forum.gethopscotch.com/t/desin-inc-wanna-join/2733/67,2015-11-18 00:51:15 UTC
Odd password Bug,Bugs with Hopscotch,-,No,"Ok, I had this idea that when you loggin into an old persons account that was deserted before the passwords were made. I logged in with a random password and it logged in. I think this is BAD!!!",8,0,https://forum.gethopscotch.com/t/odd-password-bug/2780/1,2015-11-18 01:01:07 UTC
Flag S pamming. Really guys,Deprecated (Help with Code),-,No,"Ain't was on topic. I asked magmaPOP if he/she could do a viva piñata next and posted a picture and MagmaPOP liked it and even enter me and some one else were talking about ages, that one got flagged. Like seriously!",1,0,https://forum.gethopscotch.com/t/flag-s-pamming-really-guys/2779/4,2015-11-18 01:02:32 UTC
Odd password Bug,Bugs with Hopscotch,-,No,I guess it could also create a hopscotch clean up team figuring out ho still has hopscotch. But who knows????,2,1,https://forum.gethopscotch.com/t/odd-password-bug/2780/2,2015-11-18 01:03:53 UTC
Flag S pamming. Really guys,Deprecated (Help with Code),-,No,"Sorry I had a typo. It might have been though 
. Who knows....",1,0,https://forum.gethopscotch.com/t/flag-s-pamming-really-guys/2779/6,2015-11-18 01:05:43 UTC
Desīn Inc.© wanna join?,Deprecated (Help with Code),-,No,What level do you want to be in in the company. If you want to be in it. :),1,0,https://forum.gethopscotch.com/t/desin-inc-wanna-join/2733/69,2015-11-18 15:03:15 UTC
Desīn Inc.© wanna join?,Deprecated (Help with Code),-,No,"sure, but just to tell you, no one is a leader really. There are Cheif levels though! I'm Cheif Desīn Officer! You can be co-leader if you want to! You can create a Cheif level also if you want!",1,1,https://forum.gethopscotch.com/t/desin-inc-wanna-join/2733/71,2015-11-18 21:11:42 UTC
Desīn Inc.© wanna join?,Deprecated (Help with Code),-,No,"Also do you want to be co-leader, or a Cheif level",1,0,https://forum.gethopscotch.com/t/desin-inc-wanna-join/2733/73,2015-11-18 21:13:45 UTC
Desīn Inc.© wanna join?,Deprecated (Help with Code),-,No,"Sure!
20202020202202",2,0,https://forum.gethopscotch.com/t/desin-inc-wanna-join/2733/76,2015-11-19 01:19:20 UTC
Desīn Inc.© wanna join?,Deprecated (Help with Code),-,No,"Thanks so much @Jootje! I youths I did delete it, but I guess it didn't.",2,0,https://forum.gethopscotch.com/t/desin-inc-wanna-join/2733/77,2015-11-19 01:20:05 UTC
3D Minecraft Game?!,Deprecated (Help with Code),-,No,Sure! I'll think of one soon!,0,1,https://forum.gethopscotch.com/t/3d-minecraft-game/2533/196,2015-11-19 01:22:22 UTC
MK38C Company/Club!,Deprecated (Help with Code),-,No,So moved it so now it works,0,1,https://forum.gethopscotch.com/t/mk38c-company-club/2706/162,2015-11-19 01:22:54 UTC
#PrayForParis! Project,Deprecated (Help with Code),-,No,"I am so sorry this has happened. I saw it on the news the other day. If anyone didn't know, the 13th was Europes International Day Of Prayer, where Christians all over the world pray for persecuted Christians. Thank you for praying for the attack everyone. The attack was a retaliation for iDOP. Anyway, Mislim Extremists do need to be dealt with, but it is in Gods hands. (Please don't flag this anyone)",7,1,https://forum.gethopscotch.com/t/prayforparis-project/2784/15,2015-11-19 01:27:09 UTC
#PrayForParis! Project,Deprecated (Help with Code),-,No,"No, Muslims are nice and kind, but the killing is not ok.",5,0,https://forum.gethopscotch.com/t/prayforparis-project/2784/23,2015-11-19 17:43:42 UTC
3D Minecraft Game?!,Deprecated (Help with Code),-,No,I finished it. It's titled To: HuggingFluffyBear 3D Roller Coaster Music,0,2,https://forum.gethopscotch.com/t/3d-minecraft-game/2533/200,2015-11-19 20:37:12 UTC
